# message-length,lambda,agents-per-reproduction,mutation-rate,initial-population,[0 1],[1 0],
100,0.08,10,50,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,50,200,0,30,
100,0.08,10,50,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
100,0.08,10,80,200,0,0,
